question_id,tipo_questao,dataset,modelo,nivel_dificuldade,disciplina,tema,texto_questao,gabarito_oficial,resposta,correto,json_parse_ok,saida_bruta,timestamp_execucao
2012-09_56,OBJETIVA,J2,llama321b,medio,Direito Civil,Ação Rescisória,"A respeito da Ação Rescisória, assinale a afirmativa correta.",B,D,False,True,"{{
  ""resposta_objetiva"": ""D""
}",2026-03-31T01:55:11Z
2012-09_57,OBJETIVA,J2,llama321b,medio,Direito Constitucional,Recurso Extraordinário e Repercussão Geral,"Como forma de prestigiar o princípio da razoável duração do processo e propiciar uma prestação jurisdicional mais célere e eficiente, um legislador promoveu uma série de alterações na sistemática recursal do Processo Civil brasileiro. Nesse sentido, destaca-se a Emenda Constitucional n. 45/2004 que introduziu em nosso ordenamento jurídico a figura da repercussão geral.
Acerca deste instituto, assinale a afirmativa correta.",B,N/A,False,False,"{{
  ""resposta_objetiva"": 
"" 
A) É um pressuposto processual de admissibilidade específico do Recurso Especial que permite que apenas sejam anal",2026-03-31T01:55:13Z
2012-09_58,OBJETIVA,J2,llama321b,medio,Direito Civil,Impugnação ao Cumprimento de Sentença,"A execução tem por finalidade precípua a adoção de medidas necessárias à satisfação da obrigação prevista em um título executivo judicial ou extrajudicial. Em um primeiro momento, vigia no ordenamento pátrio o princípio da autonomia, segundo o qual as atividades executivas e de conhecimento deveriam ser desenvolvidas necessariamente por meio de ações distintas. Contudo, tal sistemática foi alvo de uma série de reformas que buscaram prestigiar um desenvolvimento sincrético do processo, bem como a própria efetivação do título executivo.
Com base na legislação vigente, assinale a afirmativa correta:",B,A,False,True,"{{
  ""resposta_objetiva"": ""A""
}",2026-03-31T01:55:14Z
2012-09_59,OBJETIVA,J2,llama321b,medio,Direito Penal,Progressão de Regime,"O sistema punitivo brasileiro é progressivo. Por meio dele o condenado passa do regime inicial de cumprimento de pena mais severo para regime mais brando, até alcançar o livramento condicional ou a liberdade definitiva.
A respeito da progressão de regime, assinale a afirmativa correta.",C,A,False,True,"{{
  ""resposta_objetiva"": ""A""
}",2026-03-31T01:55:15Z
2012-09_60,OBJETIVA,J2,llama321b,medio,Direito Penal,Princípios da Ação Penal,"Tendo como base o instituto da ação penal, assinale a afirmativa correta.",A,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:55:15Z
2012-09_61,OBJETIVA,J2,llama321b,medio,Direito Penal,Excludentes de Ilicitude e Culpabilidade,"Acerca das causas excludentes de ilicitude e extintivas de punibilidade, assinale a afirmativa incorreta.",B,B,True,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:55:16Z
2012-09_62,OBJETIVA,J2,llama321b,medio,Direito Penal,Relação de Causalidade e Agravação pelo Resultado,"José subtrai o carro de um jovem que lhe era totalmente desconhecido, chamado João. Tal subtração deu-se mediante o emprego de grave ameaça exercida pela utilização de arma de fogo. João, entretanto, rapaz jovem e de boa saúde, sem qualquer histórico de doença cardiovascular, assusta-se de tal forma com a arma, que vem a óbito em virtude de ataque cardíaco.
Com base no cenário acima, assinale a afirmativa correta.",B,A,False,True,"{{
  ""resposta_objetiva"": ""A""
}",2026-03-31T01:55:17Z
2012-09_63,OBJETIVA,J2,llama321b,dificil,Direito Penal,Reincidência,"Guilherme praticou, em 18/02/2009, contravenção penal de vias de fato (Art. 21 do Decreto Lei n. 3.688/41), tendo sido condenado à pena de multa. A sentença transitou definitivamente em julgado no dia 15/03/2010, mas Guilherme não pagou a multa. No dia 10/07/2010, Guilherme praticou crime de ato obsceno (Art. 233 do CP).
Com base na situação descrita e na legislação, assinale a afirmativa correta.",A,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:55:18Z
2012-09_64,OBJETIVA,J2,llama321b,medio,Direito Penal,Erro de Proibição,"Jaime, brasileiro, passou a morar em um país estrangeiro no ano de 1999. Assim como seu falecido pai, Jaime tinha por hábito sempre levar consigo acessórios de arma de fogo, o que não era proibido, levando-se em conta a legislação vigente à época, a saber, a Lei n. 9.437/97. Tal hábito foi mantido no país estrangeiro que, em sua legislação, não vedava a conduta. Todavia, em 2012, Jaime resolve vir de férias ao Brasil. Além de matar as saudades dos familiares, Jaime também queria apresentar o país aos seus dois filhos, ambos nascidos no estrangeiro. Ocorre que, dois dias após sua chegada, Jaime foi preso em flagrante por portar ilegalmente acessório de arma de fogo, conduta descrita no Art. 14 da Lei n. 10.826/2003, verbis: “Portar, deter, adquirir, fornecer, receber, ter em depósito, transportar, ceder, ainda que gratuitamente, emprestar, remeter, empregar, manter sob guarda ou ocultar arma de fogo, acessório ou munição, de uso permitido, sem autorização e em desacordo com determinação legal ou regulamentar”.
Nesse sentido, podemos afirmar que Jaime agiu em hipótese de",A,A,True,True,"{{
  ""resposta_objetiva"": ""A""
}",2026-03-31T01:55:19Z
2012-09_65,OBJETIVA,J2,llama321b,medio,Direito Penal,Suspensão Condicional do Processo e Transação Penal,"Com relação à Lei n. 9.099/95, assinale a afirmativa incorreta.",B,C,False,True,"{{
  ""resposta_objetiva"": ""C""
}",2026-03-31T01:55:19Z
2012-09_66,OBJETIVA,J2,llama321b,facil,Direito Penal,Prisao em Flagrante,"O Código de Processo Penal pátrio menciona que também se considera em flagrante delito quem é perseguido, logo após o delito, pela autoridade, pelo ofendido ou por qualquer pessoa, em situação que faça presumir ser o perseguido autor da infração.
A essa modalidade dá-se o nome de flagrante",A,N/A,False,True,"{{
  ""resposta_objetiva"": ""esperado""
}",2026-03-31T01:55:20Z
2012-09_67,OBJETIVA,J2,llama321b,facil,Direito Penal,Ação Penal,"Em relação aos procedimentos previstos na Lei n. 8.666/93, que instituiu as normas de licitações e contratos da Administração Pública, assinale a afirmativa correta.",A,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:55:21Z
2012-09_68,OBJETIVA,J2,llama321b,medio,Direito Penal,Embargos Infringentes e de Nulidade,"Joel foi condenado pela prática do crime de extorsão mediante sequestro. A defesa interpôs recurso de Apelação, que foi recebido e processado, sendo certo que o tribunal, de forma não unânime, manteve a condenação imposta pelo juízo a quo. O advogado do réu verifica que o acórdão viola, de forma direta, dispositivos constitucionais, razão pela qual decide continuar recorrendo da decisão exarada pela Segunda Instância.
De acordo com as informações acima, assinale a alternativa que indica o recurso a ser interposto.",D,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:55:22Z
2012-09_69,OBJETIVA,J2,llama321b,medio,Direito Penal,Lei Maria da Penha (Violência Doméstica),"Em relação à Lei Maria da Penha, assinale a afirmativa correta.",D,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:55:22Z
2012-09_70,OBJETIVA,J2,llama321b,facil,Direito do Trabalho,Aposentadoria por Invalidez,"Após sofrer um acidente automobilístico de gravíssimas proporções enquanto viajava a lazer, o empregado Pedro foi aposentado por invalidez pelo INSS. Assinale a alternativa que indica o efeito desse fato no seu contrato de trabalho.",B,D,False,True,"{{
  ""resposta_objetiva"": ""D""
}",2026-03-31T01:55:23Z
2012-09_71,OBJETIVA,J2,llama321b,medio,Direito do Trabalho,Intervalo Intrajornada,"Maria foi contratada pela empresa Bolos S.A. para exercer a função de copeira, cumprindo jornada de trabalho de segunda à sexta-feira das 13:00 h às 17:00 h, sem intervalo alimentar. Decorridos dois anos do início do pacto contratual, foi a empregada dispensada, recebendo as parcelas da ruptura.
Contudo, inconformada porque jamais lhe foi permitido usufruir de intervalo para descanso e alimentação, Maria ajuíza reclamação trabalhista postulando o pagamento do período correspondente ao intervalo alimentar não concedido.
Diante da hipótese relatada, assinale a afirmativa correta.",C,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:55:24Z
2012-09_72,OBJETIVA,J2,llama321b,facil,Direito do Trabalho,Homologação e Assistência na Rescisão,"Partindo-se da premissa legal de que o pedido de demissão ou recibo de quitação de rescisão do contrato de trabalho, firmado por empregado com mais de um ano de serviço, somente será válido quando realizado perante a autoridade competente, assinale a afirmativa correta.",C,D,False,True,"{{
  ""resposta_objetiva"": ""D""
}",2026-03-31T01:55:25Z
2012-09_73,OBJETIVA,J2,llama321b,facil,Direito do Trabalho,Requisitos para Contratação e Exigência de Experiência,"Buscando profissionais experientes para manusear equipamentos de alta tecnologia e custo extremamente elevado, uma empresa anuncia a existência de vagas para candidatos que possuam dois anos de experiência prévia em determinada atividade.
A partir da hipótese apresentada, assinale a afirmativa correta.",A,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:55:25Z
2012-09_74,OBJETIVA,J2,llama321b,medio,Direito do Trabalho,Extinção do Contrato e Prescrição,"De acordo com o entendimento consolidado da jurisprudência, a mudança de regime jurídico do empregado celetista para estatutário",C,B,False,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:55:26Z
2012-09_75,OBJETIVA,J2,llama321b,medio,Direito do Trabalho,Custas e Responsabilidade Solidária,"Assinale a alternativa em que há, incontroversamente, responsabilidade solidária no âmbito trabalhista.",C,A,False,True,"{{
  ""resposta_objetiva"": ""A""
}",2026-03-31T01:55:27Z
2012-09_76,OBJETIVA,J2,llama321b,medio,Direito do Trabalho,Citação na Execução Trabalhista,"De acordo com a Consolidação das Leis do Trabalho, assinale a afirmativa correta.",C,D,False,True,"{{
  ""resposta_objetiva"": ""D""
}",2026-03-31T01:55:27Z
2012-09_77,OBJETIVA,J2,llama321b,medio,Direito do Trabalho,Preferência de Tramitação,"Um dos princípios norteadores do Processo do Trabalho é o da celeridade, dada a natureza salarial do crédito trabalhista. Entretanto, por força de Lei, algumas causas especiais possuem preferência na tramitação. Das situações listadas a seguir, assinale aquela que terá preferência em todas as fases processuais.",B,B,True,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:55:28Z
2012-09_78,OBJETIVA,J2,llama321b,medio,Direito do Trabalho,Reconvenção e Competência da Justiça do Trabalho,"Uma das espécies de resposta é a reconvenção, que vem a ser a ação do réu contra o autor no mesmo feito e juízo em que é demandado. Malgrado não estar formalmente previsto na CLT, é pacífico o cabimento da reconvenção nas lides trabalhistas. Das hipóteses abaixo listadas, assinale aquela em que, pela natureza da pretensão deduzida, seria inviável a apresentação de reconvenção na Justiça do Trabalho.",D,D,True,True,"{{
  ""resposta_objetiva"": ""D""
}",2026-03-31T01:55:29Z
2012-09_79,OBJETIVA,J2,llama321b,medio,Direito do Trabalho,Liquidação de Sentença,"A liquidação tem por objetivo a apuração do quantum debeatur nas sentenças proferidas de forma ilíquida e que tenham deferido, ao menos em parte, a pretensão deduzida. De acordo com a CLT, assinale a alternativa que indica as formas possíveis de liquidação da sentença nas obrigações de dar (pagar) e, caso o juiz conceda prazo às partes para manifestação, o número de dias para a impugnação.",B,B,True,True,"{{
  ""resposta_objetiva"": ""B""
}",2026-03-31T01:55:30Z
2012-09_80,OBJETIVA,J2,llama321b,medio,Direito do Trabalho,Jus Postulandi,"Na Justiça do Trabalho, segundo o entendimento sumulado pelo TST, é correto afirmar-se que o jus postulandi",A,N/A,False,False,"{resposta_objetiva: { ""alternativa"": ""D"", ""justificativa"": ""O juiz pode decidir sobre os recursos de competência do TST, mas ele não pode",2026-03-31T01:55:32Z
2013-10_1,OBJETIVA,J2,llama321b,medio,Ética Profissional,Publicação de Alegações Forenses,"O advogado João, que também é formado em Comunicação Social, atua nas duas profissões, possuindo uma coluna onde apresenta noticias jurídicas, com informações sobre atividades policiais, forenses ou vinculadas ao Ministério Público. Semanalmente inclui, nos seus comentários, alguns em forma de poesia, suas alegações forenses e os resultados dos processos sob sua responsabilidade, divulgando, com isso, seu trabalho como advogado.
À luz das normas estatutárias, assinale a afirmativa correta.",B,A,False,True,"{{
  ""resposta_objetiva"": ""A""
}",2026-03-31T01:55:33Z
2013-10_2,OBJETIVA,J2,llama321b,medio,Ética Profissional,Visto em Atos Constitutivos,"O advogado Mário pertence aos quadros da sociedade de economia mista controlada pelo Estado W, na qual chefia o Departamento Jurídico. Não existe óbice para a prestação de serviços de advocacia privada, o que ocorre no escritório que possui no centro da capital do Estado, em horário diverso do expediente na empresa. Um dos seus clientes realiza contrato para que Mário aponha o seu visto em ato constitutivo de pessoa jurídica, em Junta Comercial cuja sede está localizada na capital do Estado W.
Observado tal relato, consoante as normas do Regulamento Geral do Estatuto da Advocacia e da OAB, assinale a afirmativa correta.",D,A,False,True,"{{
  ""resposta_objetiva"": ""A""
}",2026-03-31T01:55:33Z
2013-10_3,OBJETIVA,J2,llama321b,medio,Ética Profissional,Assistência e Defesa das Prerrogativas pela OAB,"João, advogado regularmente inscrito nos quadros da Ordem dos Advogados do Brasil, veio a ser indiciado por força de investigação proposta em face de um dos seus inúmeros clientes, não tendo o causídico participado de qualquer ato ilícito, mas apenas como advogado. Veio a saber que seu nome fora incluído por força de exercício considerado exacerbado de sua atividade advocatícia. Contratou advogado para a sua defesa no inquérito criminal e postulou assistência à Ordem dos Advogados do Brasil por entender feridas suas prerrogativas profissionais.
Observado tal relato, consoante as normas do Regulamento Geral do Estatuto da Advocacia e da OAB, assinale a afirmativa correta.",B,A,False,True,"{{
  ""resposta_objetiva"": ""A""
}",2026-03-31T01:55:34Z
